factura_id,cliente_id,fecha_corte,monto,condicion_dias,antiguedad_meses,tiene_garantia,sector_retail,sector_manufactura,sector_servicios,sector_construccion,sector_agro,sector_tecnologia,sector_salud,sector_transporte,num_facturas_prev,mora_promedio_hist,mora_ultimo_tramo,tasa_cumplimiento,monto_promedio_hist,ratio_monto,moras_consecutivas,num_gestiones_factura,dias_desde_ultima_gestion,dias_hasta_vence,tasa_contacto_cliente,ultimo_resultado_enc,num_no_contesta_cons,tiene_disputa_activa,tiene_promesa_activa,num_promesas_rotas,tasa_cumpl_promesas,promesas_total,target_mora,sin_gestion_previa,dias_transcurridos_corte,esta_vencida_al_corte,dias_mora_observable,dias_hasta_vence_pos,cliente_nuevo,intensidad_gestion,friccion_contacto,ratio_promesas_rotas
FAC002054,CLI0001,2023-10-14,8470.1,45,17,1,0,0,0,0,1,0,0,0,10,34.6,22.0,0.2,18590.92,0.4556,0,0,-1.0,45,0.5,sin_gestion_previa,0,0,0,2,0.0,2,on_time,1,0,0,0,45,0,0.0,0.0,1.0
FAC002402,CLI0001,2023-11-29,11783.49,90,17,1,0,0,0,0,1,0,0,0,11,22.78,1.0,0.3333,17670.85,0.6668,0,0,-1.0,90,0.5263,sin_gestion_previa,0,0,0,2,0.0,2,on_time,1,0,0,0,90,0,0.0,0.0,1.0
FAC002402,CLI0001,2024-02-05,11783.49,90,17,1,0,0,0,0,1,0,0,0,11,22.78,1.0,0.3333,17670.85,0.6668,0,1,68.0,22,0.5263,cod_1,0,0,0,2,0.0,2,on_time,0,68,0,0,22,0,0.014492753623188406,0.0,1.0
FAC002483,CLI0001,2023-12-11,39239.91,60,17,1,0,0,0,0,1,0,0,0,12,19.45,4.0,0.3636,17180.23,2.284,0,0,-1.0,60,0.5,sin_gestion_previa,0,0,0,2,0.0,2,+30,1,0,0,0,60,0,0.0,0.0,1.0
FAC002483,CLI0001,2024-02-13,39239.91,60,17,1,0,0,0,0,1,0,0,0,12,19.45,4.0,0.3636,17180.23,2.284,0,1,64.0,-4,0.5,cod_2,0,0,1,2,0.0,2,+30,0,64,1,4,0,0,0.015384615384615385,0.0,1.0
FAC002483,CLI0001,2024-02-16,39239.91,60,17,1,0,0,0,0,1,0,0,0,12,19.45,4.0,0.3636,17180.23,2.284,0,2,3.0,-7,0.5,cod_6,1,0,1,2,0.0,2,+30,0,67,1,7,0,0,0.029411764705882353,0.5,1.0
FAC002512,CLI0001,2023-12-15,12553.61,45,17,1,0,0,0,0,1,0,0,0,13,19.45,4.0,0.3636,18877.13,0.665,0,0,-1.0,45,0.5,sin_gestion_previa,0,0,0,2,0.0,2,+60,1,0,0,0,45,0,0.0,0.0,1.0
FAC002512,CLI0001,2024-01-22,12553.61,45,17,1,0,0,0,0,1,0,0,0,13,19.45,4.0,0.3636,18877.13,0.665,0,1,38.0,7,0.5,cod_1,0,0,0,2,0.0,2,+60,0,38,0,0,7,0,0.02564102564102564,0.0,1.0
FAC002512,CLI0001,2024-02-02,12553.61,45,17,1,0,0,0,0,1,0,0,0,13,19.45,4.0,0.3636,18877.13,0.665,0,2,11.0,-4,0.5,cod_1,0,0,0,2,0.0,2,+60,0,49,1,4,0,0,0.04,0.0,1.0
FAC002512,CLI0001,2024-02-19,12553.61,45,17,1,0,0,0,0,1,0,0,0,13,19.45,4.0,0.3636,18877.13,0.665,0,3,17.0,-21,0.5,cod_0,0,0,0,2,0.0,2,+60,0,66,1,21,0,0,0.04477611940298507,0.0,1.0
FAC002512,CLI0001,2024-03-04,12553.61,45,17,1,0,0,0,0,1,0,0,0,13,19.45,4.0,0.3636,18877.13,0.665,0,4,14.0,-35,0.5,cod_0,0,0,0,2,0.0,2,+60,0,80,1,35,0,0,0.04938271604938271,0.0,1.0
FAC002624,CLI0001,2023-12-30,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,0,-1.0,60,0.5,sin_gestion_previa,0,0,0,2,0.0,2,+60,1,0,0,0,60,0,0.0,0.0,1.0
FAC002624,CLI0001,2024-01-09,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,1,10.0,50,0.5,cod_2,0,0,1,2,0.0,2,+60,0,10,0,0,50,0,0.09090909090909091,0.0,1.0
FAC002624,CLI0001,2024-03-01,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,2,52.0,-2,0.5,cod_0,0,0,1,2,0.0,2,+60,0,62,1,2,0,0,0.031746031746031744,0.0,1.0
FAC002624,CLI0001,2024-03-06,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,3,5.0,-7,0.5,cod_7,1,0,1,2,0.0,2,+60,0,67,1,7,0,0,0.04411764705882353,0.3333333333333333,1.0
FAC002624,CLI0001,2024-03-26,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,4,20.0,-27,0.5,cod_7,2,0,0,2,0.0,2,+60,0,87,1,27,0,0,0.045454545454545456,0.5,1.0
FAC002624,CLI0001,2024-04-07,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,5,12.0,-39,0.5,cod_5,3,0,0,2,0.0,2,+60,0,99,1,39,0,0,0.05,0.6,1.0
FAC002624,CLI0001,2024-04-14,7998.22,60,17,1,0,0,0,0,1,0,0,0,14,19.45,4.0,0.3636,18425.45,0.4341,0,6,7.0,-46,0.5,cod_3,0,0,0,2,0.0,2,+60,0,106,1,46,0,0,0.056074766355140186,0.0,1.0
FAC002810,CLI0001,2024-01-24,28612.72,30,17,1,0,0,0,0,1,0,0,0,15,19.45,4.0,0.3636,17730.3,1.6138,0,0,-1.0,30,0.5455,sin_gestion_previa,0,0,0,2,0.0,3,+30,1,0,0,0,30,0,0.0,0.0,0.6666666666666666
FAC002810,CLI0001,2024-02-08,28612.72,30,17,1,0,0,0,0,1,0,0,0,15,19.45,4.0,0.3636,17730.3,1.6138,0,1,15.0,15,0.5455,cod_6,1,0,0,2,0.0,3,+30,0,15,0,0,15,0,0.0625,1.0,0.6666666666666666
FAC002810,CLI0001,2024-03-05,28612.72,30,17,1,0,0,0,0,1,0,0,0,15,19.45,4.0,0.3636,17730.3,1.6138,0,2,26.0,-11,0.5455,cod_6,2,0,0,2,0.0,3,+30,0,41,1,11,0,0,0.047619047619047616,1.0,0.6666666666666666
FAC002810,CLI0001,2024-03-06,28612.72,30,17,1,0,0,0,0,1,0,0,0,15,19.45,4.0,0.3636,17730.3,1.6138,0,3,1.0,-12,0.5455,cod_3,0,0,0,2,0.0,3,+30,0,42,1,12,0,0,0.06976744186046512,0.0,0.6666666666666666
FAC003014,CLI0001,2024-02-21,11698.14,45,17,1,0,0,0,0,1,0,0,0,16,19.45,4.0,0.3636,18410.45,0.6354,0,0,-1.0,45,0.5714,sin_gestion_previa,0,0,0,2,0.0,4,on_time,1,0,0,0,45,0,0.0,0.0,0.5
FAC003549,CLI0001,2024-05-02,22581.0,30,17,1,0,0,0,0,1,0,0,0,17,19.47,21.0,0.3529,18015.61,1.2534,0,0,-1.0,30,0.5556,sin_gestion_previa,0,0,0,3,0.25,4,+30,1,0,0,0,30,0,0.0,0.0,0.75
FAC003549,CLI0001,2024-05-08,22581.0,30,17,1,0,0,0,0,1,0,0,0,17,19.47,21.0,0.3529,18015.61,1.2534,0,1,6.0,24,0.5556,cod_1,0,0,0,3,0.25,4,+30,0,6,0,0,24,0,0.14285714285714285,0.0,0.75
FAC003549,CLI0001,2024-06-12,22581.0,30,17,1,0,0,0,0,1,0,0,0,17,19.47,21.0,0.3529,18015.61,1.2534,0,2,35.0,-11,0.5556,cod_2,0,0,1,3,0.25,4,+30,0,41,1,11,0,0,0.047619047619047616,0.0,0.75
FAC003549,CLI0001,2024-06-18,22581.0,30,17,1,0,0,0,0,1,0,0,0,17,19.47,21.0,0.3529,18015.61,1.2534,0,3,6.0,-17,0.5556,cod_2,0,0,1,3,0.25,4,+30,0,47,1,17,0,0,0.0625,0.0,0.75
FAC003638,CLI0001,2024-05-14,25876.92,45,17,1,0,0,0,0,1,0,0,0,18,19.47,21.0,0.3529,18269.25,1.4164,0,0,-1.0,45,0.5676,sin_gestion_previa,0,0,0,3,0.25,4,+30,1,0,0,0,45,0,0.0,0.0,0.75
FAC003638,CLI0001,2024-06-25,25876.92,45,17,1,0,0,0,0,1,0,0,0,18,19.47,21.0,0.3529,18269.25,1.4164,0,1,42.0,3,0.5676,cod_6,1,0,0,3,0.25,4,+30,0,42,0,0,3,0,0.023255813953488372,1.0,0.75
FAC003638,CLI0001,2024-07-18,25876.92,45,17,1,0,0,0,0,1,0,0,0,18,19.47,21.0,0.3529,18269.25,1.4164,0,2,23.0,-20,0.5676,cod_6,2,0,0,3,0.25,4,+30,0,65,1,20,0,0,0.030303030303030304,1.0,0.75
FAC003647,CLI0001,2024-05-15,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,0,-1.0,90,0.5676,sin_gestion_previa,0,0,0,3,0.25,4,+90,1,0,0,0,90,0,0.0,0.0,0.75
FAC003647,CLI0001,2024-07-13,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,1,59.0,31,0.5676,cod_2,0,0,1,3,0.25,4,+90,0,59,0,0,31,0,0.016666666666666666,0.0,0.75
FAC003647,CLI0001,2024-08-23,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,2,41.0,-10,0.5676,cod_6,1,0,1,3,0.25,4,+90,0,100,1,10,0,0,0.019801980198019802,0.5,0.75
FAC003647,CLI0001,2024-08-29,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,3,6.0,-16,0.5676,cod_2,0,0,1,3,0.25,4,+90,0,106,1,16,0,0,0.028037383177570093,0.0,0.75
FAC003647,CLI0001,2024-09-04,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,4,6.0,-22,0.5676,cod_6,1,0,1,3,0.25,4,+90,0,112,1,22,0,0,0.035398230088495575,0.25,0.75
FAC003647,CLI0001,2024-09-08,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,5,4.0,-26,0.5676,cod_5,2,0,1,3,0.25,4,+90,0,116,1,26,0,0,0.042735042735042736,0.4,0.75
FAC003647,CLI0001,2024-09-19,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,6,11.0,-37,0.5676,cod_4,0,1,1,3,0.25,4,+90,0,127,1,37,0,0,0.046875,0.0,0.75
FAC003647,CLI0001,2024-10-14,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,7,25.0,-62,0.5676,cod_8,0,0,1,3,0.25,4,+90,0,152,1,62,0,0,0.0457516339869281,0.0,0.75
FAC003647,CLI0001,2024-11-07,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,8,24.0,-86,0.5676,cod_5,1,0,0,3,0.25,4,+90,0,176,1,86,0,0,0.04519774011299435,0.125,0.75
FAC003647,CLI0001,2024-11-13,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,9,6.0,-92,0.5676,cod_1,0,0,0,3,0.25,4,+90,0,182,1,92,0,0,0.04918032786885246,0.0,0.75
FAC003647,CLI0001,2024-11-26,5000.92,90,17,1,0,0,0,0,1,0,0,0,19,19.47,21.0,0.3529,18669.65,0.2679,0,10,13.0,-105,0.5676,cod_8,0,0,0,3,0.25,4,+90,0,195,1,105,0,0,0.05102040816326531,0.0,0.75
FAC003663,CLI0001,2024-05-17,23388.5,30,17,1,0,0,0,0,1,0,0,0,20,19.47,21.0,0.3529,17986.21,1.3004,0,0,-1.0,30,0.5676,sin_gestion_previa,0,0,0,3,0.25,4,+30,1,0,0,0,30,0,0.0,0.0,0.75
FAC003663,CLI0001,2024-06-20,23388.5,30,17,1,0,0,0,0,1,0,0,0,20,19.47,21.0,0.3529,17986.21,1.3004,0,1,34.0,-4,0.5676,cod_6,1,0,0,3,0.25,4,+30,0,34,1,4,0,0,0.02857142857142857,1.0,0.75
FAC003663,CLI0001,2024-06-22,23388.5,30,17,1,0,0,0,0,1,0,0,0,20,19.47,21.0,0.3529,17986.21,1.3004,0,2,2.0,-6,0.5676,cod_6,2,0,0,3,0.25,4,+30,0,36,1,6,0,0,0.05405405405405406,1.0,0.75
FAC003663,CLI0001,2024-06-24,23388.5,30,17,1,0,0,0,0,1,0,0,0,20,19.47,21.0,0.3529,17986.21,1.3004,0,3,2.0,-8,0.5676,cod_6,3,0,0,3,0.25,4,+30,0,38,1,8,0,0,0.07692307692307693,1.0,0.75
FAC003696,CLI0001,2024-05-21,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,0,-1.0,90,0.5676,sin_gestion_previa,0,0,0,3,0.25,4,+60,1,0,0,0,90,0,0.0,0.0,0.75
FAC003696,CLI0001,2024-09-05,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,1,107.0,-17,0.5676,cod_8,0,0,0,3,0.25,4,+60,0,107,1,17,0,0,0.009259259259259259,0.0,0.75
FAC003696,CLI0001,2024-09-12,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,2,7.0,-24,0.5676,cod_6,1,0,0,3,0.25,4,+60,0,114,1,24,0,0,0.017391304347826087,0.5,0.75
FAC003696,CLI0001,2024-09-13,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,3,1.0,-25,0.5676,cod_2,0,0,1,3,0.25,4,+60,0,115,1,25,0,0,0.02586206896551724,0.0,0.75
FAC003696,CLI0001,2024-09-15,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,4,2.0,-27,0.5676,cod_0,0,0,0,3,0.25,4,+60,0,117,1,27,0,0,0.03389830508474576,0.0,0.75
FAC003696,CLI0001,2024-09-16,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,5,1.0,-28,0.5676,cod_4,0,1,0,3,0.25,4,+60,0,118,1,28,0,0,0.04201680672268908,0.0,0.75
FAC003696,CLI0001,2024-09-20,19669.85,90,17,1,0,0,0,0,1,0,0,0,21,19.47,21.0,0.3529,18243.46,1.0782,0,6,4.0,-32,0.5676,cod_5,1,1,0,3,0.25,4,+60,0,122,1,32,0,0,0.04878048780487805,0.16666666666666666,0.75
FAC003832,CLI0001,2024-06-13,8190.18,60,17,1,0,0,0,0,1,0,0,0,22,19.47,21.0,0.3529,18308.3,0.4473,0,0,-1.0,60,0.5789,sin_gestion_previa,0,0,0,3,0.25,5,+30,1,0,0,0,60,0,0.0,0.0,0.6
FAC003832,CLI0001,2024-06-29,8190.18,60,17,1,0,0,0,0,1,0,0,0,22,19.47,21.0,0.3529,18308.3,0.4473,0,1,16.0,44,0.5789,cod_2,0,0,1,3,0.25,5,+30,0,16,0,0,44,0,0.058823529411764705,0.0,0.6
FAC003832,CLI0001,2024-08-13,8190.18,60,17,1,0,0,0,0,1,0,0,0,22,19.47,21.0,0.3529,18308.3,0.4473,0,2,45.0,-1,0.5789,cod_3,0,0,0,3,0.25,5,+30,0,61,1,1,0,0,0.03225806451612903,0.0,0.6
FAC004135,CLI0001,2024-07-22,10846.66,30,17,1,0,0,0,0,1,0,0,0,23,19.05,10.33,0.3158,17868.38,0.607,0,0,-1.0,30,0.5435,sin_gestion_previa,0,0,0,4,0.4286,8,+30,1,0,0,0,30,0,0.0,0.0,0.5
FAC004135,CLI0001,2024-08-22,10846.66,30,17,1,0,0,0,0,1,0,0,0,23,19.05,10.33,0.3158,17868.38,0.607,0,1,31.0,-1,0.5435,cod_3,0,0,0,4,0.4286,8,+30,0,31,1,1,0,0,0.03125,0.0,0.5
FAC004141,CLI0001,2024-07-23,5449.4,90,17,1,0,0,0,0,1,0,0,0,24,19.05,10.33,0.3158,17575.81,0.3101,0,0,-1.0,90,0.5435,sin_gestion_previa,0,0,0,4,0.4286,8,on_time,1,0,0,0,90,0,0.0,0.0,0.5
FAC004141,CLI0001,2024-09-30,5449.4,90,17,1,0,0,0,0,1,0,0,0,24,19.05,10.33,0.3158,17575.81,0.3101,0,1,69.0,21,0.5435,cod_3,0,0,0,4,0.4286,8,on_time,0,69,0,0,21,0,0.014285714285714285,0.0,0.5
FAC004248,CLI0001,2024-08-06,16627.59,30,17,1,0,0,0,0,1,0,0,0,25,19.6,20.33,0.3,17090.75,0.9729,0,0,-1.0,30,0.5435,sin_gestion_previa,0,0,0,4,0.4286,8,+60,1,0,0,0,30,0,0.0,0.0,0.5
FAC004248,CLI0001,2024-09-02,16627.59,30,17,1,0,0,0,0,1,0,0,0,25,19.6,20.33,0.3,17090.75,0.9729,0,1,27.0,3,0.5435,cod_4,0,1,0,4,0.4286,8,+60,0,27,0,0,3,0,0.03571428571428571,0.0,0.5
FAC004248,CLI0001,2024-09-16,16627.59,30,17,1,0,0,0,0,1,0,0,0,25,19.6,20.33,0.3,17090.75,0.9729,0,2,14.0,-11,0.5435,cod_4,0,1,0,4,0.4286,8,+60,0,41,1,11,0,0,0.047619047619047616,0.0,0.5
FAC004248,CLI0001,2024-10-12,16627.59,30,17,1,0,0,0,0,1,0,0,0,25,19.6,20.33,0.3,17090.75,0.9729,0,3,26.0,-37,0.5435,cod_8,0,0,0,4,0.4286,8,+60,0,67,1,37,0,0,0.04411764705882353,0.0,0.5
FAC004434,CLI0001,2024-09-02,23503.83,30,17,1,0,0,0,0,1,0,0,0,26,17.91,3.33,0.2727,17072.94,1.3767,0,0,-1.0,30,0.5686,sin_gestion_previa,0,0,0,4,0.4286,9,+30,1,0,0,0,30,0,0.0,0.0,0.4444444444444444
FAC004434,CLI0001,2024-10-17,23503.83,30,17,1,0,0,0,0,1,0,0,0,26,17.91,3.33,0.2727,17072.94,1.3767,0,1,45.0,-15,0.5686,cod_1,0,0,0,4,0.4286,9,+30,0,45,1,15,0,0,0.021739130434782608,0.0,0.4444444444444444
FAC004534,CLI0001,2024-09-16,6917.35,30,17,1,0,0,0,0,1,0,0,0,27,17.91,3.33,0.2727,17311.12,0.3996,0,0,-1.0,30,0.5763,sin_gestion_previa,0,0,0,5,0.375,10,on_time,1,0,0,0,30,0,0.0,0.0,0.5
