cliente_id,cluster,feature,feature_label,cluster_driver_rank,cluster_direction,client_value,cluster_mean,global_mean,client_to_global_mean_ratio,assigned_distance,margin_to_second_nearest
CLI0009,0,dias_mora_observable_max,dias mora observable max.,1,bajo,89.0,77.22857142857143,77.7,1.1454311454311454,3.1191684315920716,9.04920415561515
CLI0009,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0140845070422535,0.04197016251425711,0.12102887928390232,0.11637310967091502,3.1191684315920716,9.04920415561515
CLI0009,0,moras_consecutivas_sum,moras consecutivas total,3,alto,2.0,3.302857142857143,8.93,0.22396416573348266,3.1191684315920716,9.04920415561515
CLI0009,0,ratio_monto_max,ratio monto max.,4,alto,2.7337,3.2851531428571428,3.22862,0.8467085008455625,3.1191684315920716,9.04920415561515
CLI0009,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,15.661971830985916,15.104832426141463,15.299121875328938,1.0237170445868597,3.1191684315920716,9.04920415561515
CLI0009,0,num_facturas_prev_sum,num facturas prev total,6,alto,2617.0,1724.1885714285713,1588.695,1.6472639493420702,3.1191684315920716,9.04920415561515
CLI0010,2,moras_consecutivas_mean,moras consecutivas prom.,1,alto,0.6404494382022472,0.743681700762976,0.12102887928390232,5.2917075824516155,9.477041638887604,8.345914797876796
CLI0010,2,moras_consecutivas_sum,moras consecutivas total,2,alto,114.0,54.22727272727273,8.93,12.76595744680851,9.477041638887604,8.345914797876796
CLI0010,2,cliente_nuevo_mean,cliente nuevo prom.,3,alto,0.0112359550561797,0.07573681844648178,0.04828355882619489,0.23270768206265585,9.477041638887604,8.345914797876796
CLI0010,2,mora_ultimo_tramo_mean,mora ultimo tramo prom.,4,alto,27.900393258426963,27.107033668546613,15.274151424401019,1.8266411326690828,9.477041638887604,8.345914797876796
CLI0010,2,mora_promedio_hist_max,mora promedio hist max.,5,alto,42.88,46.66272727272727,29.547749999999997,1.4512103290436669,9.477041638887604,8.345914797876796
CLI0010,2,tiene_disputa_activa_mean,tiene disputa activa prom.,6,alto,0.1404494382022472,0.1298405973204223,0.08465994929234688,1.6589832544932035,9.477041638887604,8.345914797876796
CLI0011,0,dias_mora_observable_max,dias mora observable max.,1,bajo,16.0,77.22857142857143,77.7,0.2059202059202059,5.260351912521265,8.679598025330108
CLI0011,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,5.260351912521265,8.679598025330108
CLI0011,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,5.260351912521265,8.679598025330108
CLI0011,0,ratio_monto_max,ratio monto max.,4,alto,2.2519,3.2851531428571428,3.22862,0.6974806573706414,5.260351912521265,8.679598025330108
CLI0011,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,11.53658536585366,15.104832426141463,15.299121875328938,0.754068466142317,5.260351912521265,8.679598025330108
CLI0011,0,num_facturas_prev_sum,num facturas prev total,6,alto,497.0,1724.1885714285713,1588.695,0.31283537746389334,5.260351912521265,8.679598025330108
CLI0012,0,dias_mora_observable_max,dias mora observable max.,1,bajo,83.0,77.22857142857143,77.7,1.0682110682110681,4.322687416429251,7.892117033014681
CLI0012,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,4.322687416429251,7.892117033014681
CLI0012,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,4.322687416429251,7.892117033014681
CLI0012,0,ratio_monto_max,ratio monto max.,4,alto,1.7515,3.2851531428571428,3.22862,0.5424918386183571,4.322687416429251,7.892117033014681
CLI0012,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,15.557692307692308,15.104832426141463,15.299121875328938,1.0169009982710404,4.322687416429251,7.892117033014681
CLI0012,0,num_facturas_prev_sum,num facturas prev total,6,alto,873.0,1724.1885714285713,1588.695,0.5495076147404001,4.322687416429251,7.892117033014681
CLI0013,0,dias_mora_observable_max,dias mora observable max.,1,bajo,109.0,77.22857142857143,77.7,1.4028314028314028,4.824243631914489,7.6561731192387485
CLI0013,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.013953488372093,0.04197016251425711,0.12102887928390232,0.11529056911583672,4.824243631914489,7.6561731192387485
CLI0013,0,moras_consecutivas_sum,moras consecutivas total,3,alto,3.0,3.302857142857143,8.93,0.335946248600224,4.824243631914489,7.6561731192387485
CLI0013,0,ratio_monto_max,ratio monto max.,4,alto,4.4105,3.2851531428571428,3.22862,1.3660635193983808,4.824243631914489,7.6561731192387485
CLI0013,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,17.24186046511628,15.104832426141463,15.299121875328938,1.126983666488739,4.824243631914489,7.6561731192387485
CLI0013,0,num_facturas_prev_sum,num facturas prev total,6,alto,4301.0,1724.1885714285713,1588.695,2.7072534375698294,4.824243631914489,7.6561731192387485
CLI0014,0,dias_mora_observable_max,dias mora observable max.,1,bajo,111.0,77.22857142857143,77.7,1.4285714285714286,3.620112530725834,9.302791643743728
CLI0014,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,3.620112530725834,9.302791643743728
CLI0014,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,3.620112530725834,9.302791643743728
CLI0014,0,ratio_monto_max,ratio monto max.,4,alto,2.7189,3.2851531428571428,3.22862,0.8421244990119618,3.620112530725834,9.302791643743728
CLI0014,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,13.846153846153848,15.104832426141463,15.299121875328938,0.9050293186095787,3.620112530725834,9.302791643743728
CLI0014,0,num_facturas_prev_sum,num facturas prev total,6,alto,360.0,1724.1885714285713,1588.695,0.22660107824346398,3.620112530725834,9.302791643743728
CLI0015,0,dias_mora_observable_max,dias mora observable max.,1,bajo,40.0,77.22857142857143,77.7,0.5148005148005148,3.6986859644552026,9.530933716496232
CLI0015,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,3.6986859644552026,9.530933716496232
CLI0015,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,3.6986859644552026,9.530933716496232
CLI0015,0,ratio_monto_max,ratio monto max.,4,alto,1.687,3.2851531428571428,3.22862,0.5225142630597593,3.6986859644552026,9.530933716496232
CLI0015,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,11.0,15.104832426141463,15.299121875328938,0.7189955142287208,3.6986859644552026,9.530933716496232
CLI0015,0,num_facturas_prev_sum,num facturas prev total,6,alto,1656.0,1724.1885714285713,1588.695,1.0423649599199343,3.6986859644552026,9.530933716496232
CLI0016,0,dias_mora_observable_max,dias mora observable max.,1,bajo,16.0,77.22857142857143,77.7,0.2059202059202059,6.610688645830442,8.030688723322253
CLI0016,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,6.610688645830442,8.030688723322253
CLI0016,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,6.610688645830442,8.030688723322253
CLI0016,0,ratio_monto_max,ratio monto max.,4,alto,2.9805,3.2851531428571428,3.22862,0.923149828719391,6.610688645830442,8.030688723322253
CLI0016,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,8.38888888888889,15.104832426141463,15.299121875328938,0.5483248618612971,6.610688645830442,8.030688723322253
CLI0016,0,num_facturas_prev_sum,num facturas prev total,6,alto,455.0,1724.1885714285713,1588.695,0.28639858500215587,6.610688645830442,8.030688723322253
CLI0017,0,dias_mora_observable_max,dias mora observable max.,1,bajo,100.0,77.22857142857143,77.7,1.287001287001287,6.817015868588321,6.669746784394352
CLI0017,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,6.817015868588321,6.669746784394352
CLI0017,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,6.817015868588321,6.669746784394352
CLI0017,0,ratio_monto_max,ratio monto max.,4,alto,3.0614,3.2851531428571428,3.22862,0.9482069738773842,6.817015868588321,6.669746784394352
CLI0017,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,16.435897435897434,15.104832426141463,15.299121875328938,1.0743033207939625,6.817015868588321,6.669746784394352
CLI0017,0,num_facturas_prev_sum,num facturas prev total,6,alto,175.0,1724.1885714285713,1588.695,0.1101533019239061,6.817015868588321,6.669746784394352
CLI0018,0,dias_mora_observable_max,dias mora observable max.,1,bajo,96.0,77.22857142857143,77.7,1.2355212355212355,3.108466186315718,9.22782377116537
CLI0018,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0129032258064516,0.04197016251425711,0.12102887928390232,0.10661278434367705,3.108466186315718,9.22782377116537
CLI0018,0,moras_consecutivas_sum,moras consecutivas total,3,alto,2.0,3.302857142857143,8.93,0.22396416573348266,3.108466186315718,9.22782377116537
CLI0018,0,ratio_monto_max,ratio monto max.,4,alto,2.3725,3.2851531428571428,3.22862,0.7348340777174149,3.108466186315718,9.22782377116537
CLI0018,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,18.406451612903226,15.104832426141463,15.299121875328938,1.2031051038677656,3.108466186315718,9.22782377116537
CLI0018,0,num_facturas_prev_sum,num facturas prev total,6,alto,3541.0,1724.1885714285713,1588.695,2.2288733835002943,3.108466186315718,9.22782377116537
CLI0019,0,dias_mora_observable_max,dias mora observable max.,1,bajo,87.0,77.22857142857143,77.7,1.1196911196911197,2.9670850487411036,9.379034260625758
CLI0019,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,2.9670850487411036,9.379034260625758
CLI0019,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,2.9670850487411036,9.379034260625758
CLI0019,0,ratio_monto_max,ratio monto max.,4,alto,3.4303,3.2851531428571428,3.22862,1.0624663168784187,2.9670850487411036,9.379034260625758
CLI0019,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,15.905263157894735,15.104832426141463,15.299121875328938,1.0396193511957865,2.9670850487411036,9.379034260625758
CLI0019,0,num_facturas_prev_sum,num facturas prev total,6,alto,1013.0,1724.1885714285713,1588.695,0.6376302562795251,2.9670850487411036,9.379034260625758
CLI0020,0,dias_mora_observable_max,dias mora observable max.,1,bajo,64.0,77.22857142857143,77.7,0.8236808236808236,2.0644772337492627,9.612171243067607
CLI0020,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0512820512820512,0.04197016251425711,0.12102887928390232,0.4237174762376905,2.0644772337492627,9.612171243067607
CLI0020,0,moras_consecutivas_sum,moras consecutivas total,3,alto,4.0,3.302857142857143,8.93,0.4479283314669653,2.0644772337492627,9.612171243067607
CLI0020,0,ratio_monto_max,ratio monto max.,4,alto,2.572,3.2851531428571428,3.22862,0.7966251835149384,2.0644772337492627,9.612171243067607
CLI0020,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,19.14102564102564,15.104832426141463,15.299121875328938,1.2511192339667598,2.0644772337492627,9.612171243067607
CLI0020,0,num_facturas_prev_sum,num facturas prev total,6,alto,1311.0,1724.1885714285713,1588.695,0.825205593269948,2.0644772337492627,9.612171243067607
CLI0021,0,dias_mora_observable_max,dias mora observable max.,1,bajo,77.0,77.22857142857143,77.7,0.990990990990991,4.479733627057303,8.296447366156919
CLI0021,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,4.479733627057303,8.296447366156919
CLI0021,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,4.479733627057303,8.296447366156919
CLI0021,0,ratio_monto_max,ratio monto max.,4,alto,2.1895,3.2851531428571428,3.22862,0.678153514504649,4.479733627057303,8.296447366156919
CLI0021,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,13.148148148148149,15.104832426141463,15.299121875328938,0.8594054126302891,4.479733627057303,8.296447366156919
CLI0021,0,num_facturas_prev_sum,num facturas prev total,6,alto,111.0,1724.1885714285713,1588.695,0.06986866579173473,4.479733627057303,8.296447366156919
CLI0022,0,dias_mora_observable_max,dias mora observable max.,1,bajo,46.0,77.22857142857143,77.7,0.592020592020592,4.705220997448414,8.354194242581563
CLI0022,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,4.705220997448414,8.354194242581563
CLI0022,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,4.705220997448414,8.354194242581563
CLI0022,0,ratio_monto_max,ratio monto max.,4,alto,2.6918,3.2851531428571428,3.22862,0.8337308199788146,4.705220997448414,8.354194242581563
CLI0022,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,12.517241379310343,15.104832426141463,15.299121875328938,0.8181673092947511,4.705220997448414,8.354194242581563
CLI0022,0,num_facturas_prev_sum,num facturas prev total,6,alto,161.0,1724.1885714285713,1588.695,0.10134103776999362,4.705220997448414,8.354194242581563
CLI0023,0,dias_mora_observable_max,dias mora observable max.,1,bajo,44.0,77.22857142857143,77.7,0.5662805662805662,3.0038381248392914,9.609931193307673
CLI0023,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,3.0038381248392914,9.609931193307673
CLI0023,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,3.0038381248392914,9.609931193307673
CLI0023,0,ratio_monto_max,ratio monto max.,4,alto,1.8758,3.2851531428571428,3.22862,0.5809912594235308,3.0038381248392914,9.609931193307673
CLI0023,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,19.77083333333333,15.104832426141463,15.299121875328938,1.2922854981118481,3.0038381248392914,9.609931193307673
CLI0023,0,num_facturas_prev_sum,num facturas prev total,6,alto,460.0,1724.1885714285713,1588.695,0.28954582219998176,3.0038381248392914,9.609931193307673
CLI0024,0,dias_mora_observable_max,dias mora observable max.,1,bajo,109.0,77.22857142857143,77.7,1.4028314028314028,3.3074556680331497,9.489964963954527
CLI0024,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0,0.04197016251425711,0.12102887928390232,0.0,3.3074556680331497,9.489964963954527
CLI0024,0,moras_consecutivas_sum,moras consecutivas total,3,alto,0.0,3.302857142857143,8.93,0.0,3.3074556680331497,9.489964963954527
CLI0024,0,ratio_monto_max,ratio monto max.,4,alto,2.0142,3.2851531428571428,3.22862,0.6238578711647702,3.3074556680331497,9.489964963954527
CLI0024,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,16.201342281879196,15.104832426141463,15.299121875328938,1.058972038650477,3.3074556680331497,9.489964963954527
CLI0024,0,num_facturas_prev_sum,num facturas prev total,6,alto,3760.0,1724.1885714285713,1588.695,2.3667223727650684,3.3074556680331497,9.489964963954527
CLI0025,0,dias_mora_observable_max,dias mora observable max.,1,bajo,114.0,77.22857142857143,77.7,1.4671814671814671,4.576008173484408,5.929010003715647
CLI0025,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.1764705882352941,0.04197016251425711,0.12102887928390232,1.4580866094061726,4.576008173484408,5.929010003715647
CLI0025,0,moras_consecutivas_sum,moras consecutivas total,3,alto,6.0,3.302857142857143,8.93,0.671892497200448,4.576008173484408,5.929010003715647
CLI0025,0,ratio_monto_max,ratio monto max.,4,alto,4.0872,3.2851531428571428,3.22862,1.2659278577224946,4.576008173484408,5.929010003715647
CLI0025,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,15.411764705882351,15.104832426141463,15.299121875328938,1.007362699079812,4.576008173484408,5.929010003715647
CLI0025,0,num_facturas_prev_sum,num facturas prev total,6,alto,140.0,1724.1885714285713,1588.695,0.08812264153912489,4.576008173484408,5.929010003715647
CLI0026,2,moras_consecutivas_mean,moras consecutivas prom.,1,alto,0.5564516129032258,0.743681700762976,0.12102887928390232,4.597676324821077,4.335725948228068,7.575956846691855
CLI0026,2,moras_consecutivas_sum,moras consecutivas total,2,alto,69.0,54.22727272727273,8.93,7.726763717805151,4.335725948228068,7.575956846691855
CLI0026,2,cliente_nuevo_mean,cliente nuevo prom.,3,alto,0.032258064516129,0.07573681844648178,0.04828355882619489,0.6680962485024673,4.335725948228068,7.575956846691855
CLI0026,2,mora_ultimo_tramo_mean,mora ultimo tramo prom.,4,alto,28.92153225806452,27.107033668546613,15.274151424401019,1.8934951903030965,4.335725948228068,7.575956846691855
CLI0026,2,mora_promedio_hist_max,mora promedio hist max.,5,alto,63.8,46.66272727272727,29.547749999999997,2.1592168608438884,4.335725948228068,7.575956846691855
CLI0026,2,tiene_disputa_activa_mean,tiene disputa activa prom.,6,alto,0.1290322580645161,0.1298405973204223,0.08465994929234688,1.524123970579562,4.335725948228068,7.575956846691855
CLI0027,0,dias_mora_observable_max,dias mora observable max.,1,bajo,24.0,77.22857142857143,77.7,0.3088803088803089,3.846513798015021,8.989906619846714
CLI0027,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.0256410256410256,0.04197016251425711,0.12102887928390232,0.21185873811884526,3.846513798015021,8.989906619846714
CLI0027,0,moras_consecutivas_sum,moras consecutivas total,3,alto,1.0,3.302857142857143,8.93,0.11198208286674133,3.846513798015021,8.989906619846714
CLI0027,0,ratio_monto_max,ratio monto max.,4,alto,2.2804,3.2851531428571428,3.22862,0.706307958198859,3.846513798015021,8.989906619846714
CLI0027,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,16.205128205128204,15.104832426141463,15.299121875328938,1.0592194988171364,3.846513798015021,8.989906619846714
CLI0027,0,num_facturas_prev_sum,num facturas prev total,6,alto,375.0,1724.1885714285713,1588.695,0.23604278983694166,3.846513798015021,8.989906619846714
CLI0028,0,dias_mora_observable_max,dias mora observable max.,1,bajo,42.0,77.22857142857143,77.7,0.5405405405405406,6.3219870519143635,1.3863291683134333
CLI0028,0,moras_consecutivas_mean,moras consecutivas prom.,2,alto,0.425,0.04197016251425711,0.12102887928390232,3.511558584319866,6.3219870519143635,1.3863291683134333
CLI0028,0,moras_consecutivas_sum,moras consecutivas total,3,alto,17.0,3.302857142857143,8.93,1.9036954087346025,6.3219870519143635,1.3863291683134333
CLI0028,0,ratio_monto_max,ratio monto max.,4,alto,3.2607,3.2851531428571428,3.22862,1.0099361337041832,6.3219870519143635,1.3863291683134333
CLI0028,0,dias_desde_ultima_gestion_mean,dias desde ultima gestion prom.,5,bajo,14.95,15.104832426141463,15.299121875328938,0.9771802670653977,6.3219870519143635,1.3863291683134333
CLI0028,0,num_facturas_prev_sum,num facturas prev total,6,alto,219.0,1724.1885714285713,1588.695,0.13784898926477393,6.3219870519143635,1.3863291683134333
CLI0029,2,moras_consecutivas_mean,moras consecutivas prom.,1,alto,0.6164383561643836,0.743681700762976,0.12102887928390232,5.093316238336631,4.007631110680442,5.846993693751254
CLI0029,2,moras_consecutivas_sum,moras consecutivas total,2,alto,45.0,54.22727272727273,8.93,5.03919372900336,4.007631110680442,5.846993693751254
CLI0029,2,cliente_nuevo_mean,cliente nuevo prom.,3,alto,0.0136986301369863,0.07573681844648178,0.04828355882619489,0.2837121055284453,4.007631110680442,5.846993693751254
CLI0029,2,mora_ultimo_tramo_mean,mora ultimo tramo prom.,4,alto,26.41178082191781,27.107033668546613,15.274151424401019,1.729181549144787,4.007631110680442,5.846993693751254
CLI0029,2,mora_promedio_hist_max,mora promedio hist max.,5,alto,35.0,46.66272727272727,29.547749999999997,1.1845233562623212,4.007631110680442,5.846993693751254
