cliente_id,monto_mean,monto_max,condicion_dias_mean,condicion_dias_max,antiguedad_meses_mean,antiguedad_meses_max,mora_promedio_hist_mean,mora_promedio_hist_max,mora_ultimo_tramo_mean,mora_ultimo_tramo_max,monto_promedio_hist_mean,monto_promedio_hist_max,ratio_monto_mean,ratio_monto_max,dias_desde_ultima_gestion_mean,dias_desde_ultima_gestion_max,dias_hasta_vence_mean,dias_hasta_vence_max,dias_mora_observable_mean,dias_mora_observable_max,dias_hasta_vence_pos_mean,dias_hasta_vence_pos_max,intensidad_gestion_mean,intensidad_gestion_max,friccion_contacto_mean,friccion_contacto_max,tasa_cumplimiento_mean,tasa_contacto_cliente_mean,tasa_cumpl_promesas_mean,ratio_promesas_rotas_mean,num_facturas_prev_sum,num_facturas_prev_mean,moras_consecutivas_sum,moras_consecutivas_mean,num_gestiones_factura_sum,num_gestiones_factura_mean,num_no_contesta_cons_sum,num_no_contesta_cons_mean,num_promesas_rotas_sum,num_promesas_rotas_mean,promesas_total_sum,promesas_total_mean,tiene_disputa_activa_mean,tiene_promesa_activa_mean,sin_gestion_previa_mean,esta_vencida_al_corte_mean,cliente_nuevo_mean,n_facturas_total,n_cortes_total,sector_dominante_modal
CLI0014,20063.60948717949,39216.02,52.69230769230769,90,51.0,51,1.9079487179487178,10.17,4.28923076923077,39.0,16835.82153846154,21334.48,1.2666282051282052,2.7189,13.846153846153847,91.0,22.23076923076923,90,11.025641025641026,111,33.256410256410255,90,0.019400295404300938,0.125,0.13247863247863245,1.0,0.8928179487179486,0.8062128205128205,0.9401743589743591,0.059829059829059825,360,9.23076923076923,0,0.0,35,0.8974358974358975,7,0.1794871794871795,8,0.20512820512820512,44,1.1282051282051282,0.02564102564102564,0.10256410256410256,0.5128205128205128,0.2564102564102564,0.05128205128205128,20,39,agro
CLI0015,50281.134512195116,79779.4,53.78048780487805,90,49.0,49,1.72390243902439,4.39,1.9351219512195124,15.0,50295.0687804878,60682.38,1.0059634146341463,1.687,11.0,79.0,30.890243902439025,90,4.353658536585366,40,35.24390243902439,90,0.027765990771570825,0.25,0.17073170731707318,1.0,0.9158231707317073,0.5276451219512195,1.0,0.0,1656,20.195121951219512,0,0.0,83,1.0121951219512195,26,0.3170731707317073,0,0.0,134,1.6341463414634145,0.04878048780487805,0.04878048780487805,0.5,0.25609756097560976,0.012195121951219513,41,82,manufactura
CLI0016,20147.445833333335,38207.36,56.666666666666664,90,8.0,8,0.29916666666666664,1.05,0.6391666666666667,5.67,19489.08,33252.6,1.090063888888889,2.9805,8.38888888888889,55.0,45.5,90,0.6111111111111112,16,46.111111111111114,90,0.013079789034715296,0.1,0.09722222222222222,1.0,0.9571277777777778,0.741675,1.0,0.0,455,12.63888888888889,0,0.0,13,0.3611111111111111,5,0.1388888888888889,0,0.0,0,0.0,0.05555555555555555,0.0,0.6944444444444444,0.05555555555555555,0.027777777777777776,25,36,agro
CLI0017,31432.47666666667,78918.71,71.92307692307692,90,13.0,13,10.613076923076923,35.0,5.426923076923076,36.33,30793.218974358977,45192.32,1.1165820512820512,3.0614,16.435897435897434,98.0,-0.46153846153846156,90,26.46153846153846,100,26.0,90,0.021346781312679402,0.0625,0.10409035409035408,1.0,0.893248717948718,0.6716410256410256,1.0,0.0,175,4.487179487179487,0,0.0,91,2.3333333333333335,8,0.20512820512820512,0,0.0,89,2.282051282051282,0.15384615384615385,0.2564102564102564,0.3333333333333333,0.46153846153846156,0.23076923076923078,13,39,manufactura
CLI0018,14505.259806451613,24653.83,55.354838709677416,90,51.0,51,16.296193548387095,22.68,12.463032258064516,27.0,12161.468322580646,15219.92,1.2042754838709677,2.3725,18.406451612903226,106.0,4.703225806451613,90,14.335483870967742,96,19.038709677419355,90,0.027689955292682065,0.1111111111111111,0.263763440860215,1.0,0.44852064516129037,0.5216187096774193,0.9622103225806451,0.03778801843317972,3541,22.84516129032258,2,0.012903225806451613,278,1.793548387096774,81,0.5225806451612903,74,0.4774193548387097,790,5.096774193548387,0.09032258064516129,0.16774193548387098,0.2903225806451613,0.5935483870967742,0.0064516129032258064,45,155,tecnologia
CLI0019,67304.03368421053,145143.7,68.84210526315789,90,23.0,23,18.287684210526315,27.88,14.939473684210526,40.0,66915.59905263159,93728.04,1.1046273684210526,3.4303,15.905263157894737,93.0,1.8210526315789475,90,18.842105263157894,87,20.66315789473684,90,0.031627895382658484,0.2,0.20502923976608187,1.0,0.55868,0.48010105263157893,0.5370789473684211,0.4020676691729323,1013,10.663157894736843,0,0.0,250,2.6315789473684212,44,0.4631578947368421,165,1.736842105263158,375,3.9473684210526314,0.10526315789473684,0.2,0.25263157894736843,0.6,0.021052631578947368,24,95,construccion
CLI0020,41035.068205128206,77575.8,62.30769230769231,90,37.0,37,9.209358974358974,25.0,8.486666666666666,25.0,36423.80025641026,42649.74,1.161201282051282,2.572,19.141025641025642,99.0,18.46153846153846,90,8.512820512820513,64,26.974358974358974,90,0.026696468577000802,0.25,0.19487179487179487,1.0,0.5961435897435897,0.5864115384615385,0.7649589743589744,0.23504273504273504,1311,16.807692307692307,4,0.05128205128205128,104,1.3333333333333333,31,0.3974358974358974,72,0.9230769230769231,190,2.4358974358974357,0.02564102564102564,0.1282051282051282,0.3717948717948718,0.46153846153846156,0.02564102564102564,29,78,manufactura
CLI0021,88720.47814814815,130239.14,50.55555555555556,90,24.0,24,8.76962962962963,25.33,12.841111111111111,39.0,62107.851481481484,77675.28,1.4620666666666666,2.1895,13.148148148148149,56.0,8.666666666666666,90,13.777777777777779,77,22.444444444444443,90,0.03173426597336929,0.09803921568627451,0.2697530864197531,1.0,0.7896814814814815,0.4150259259259259,0.9074074074074074,0.09259259259259259,111,4.111111111111111,0,0.0,53,1.962962962962963,15,0.5555555555555556,5,0.18518518518518517,23,0.8518518518518519,0.07407407407407407,0.1111111111111111,0.3333333333333333,0.5185185185185185,0.037037037037037035,9,27,construccion
CLI0022,20250.022413793104,38742.76,62.06896551724138,90,23.0,23,7.093103448275862,20.4,3.941724137931034,16.33,19044.560689655173,22011.04,1.0981758620689654,2.6918,12.517241379310345,66.0,32.793103448275865,90,7.344827586206897,46,40.13793103448276,90,0.02500223452568211,0.125,0.18678160919540227,1.0,0.8609137931034483,0.46348275862068966,1.0,0.0,161,5.551724137931035,0,0.0,36,1.2413793103448276,9,0.3103448275862069,0,0.0,14,0.4827586206896552,0.0,0.1724137931034483,0.4827586206896552,0.3103448275862069,0.13793103448275862,14,29,agro
CLI0023,7605.123125000001,14518.76,60.625,90,31.0,31,8.084583333333333,13.08,5.1883333333333335,16.0,8844.740416666666,12375.0,0.8740687500000001,1.8758,19.770833333333332,99.0,19.291666666666668,90,7.354166666666667,44,26.645833333333332,90,0.02279428641350267,0.16666666666666666,0.21875,1.0,0.6814874999999999,0.7132770833333333,0.7534645833333333,0.24652777777777776,460,9.583333333333334,0,0.0,60,1.25,14,0.2916666666666667,37,0.7708333333333334,62,1.2916666666666667,0.10416666666666667,0.125,0.3958333333333333,0.4583333333333333,0.041666666666666664,19,48,retail
CLI0024,11618.901879194631,24124.66,67.24832214765101,90,32.0,32,10.370335570469798,18.4,6.04255033557047,33.0,11544.3177852349,12853.7,1.0270087248322148,2.0142,16.201342281879196,101.0,8.442953020134228,90,16.758389261744966,109,25.201342281879196,90,0.027331529478963362,0.2,0.20264727815063385,1.0,0.7181395973154363,0.6250919463087248,0.736155033557047,0.25271325430721403,3760,25.23489932885906,0,0.0,328,2.2013422818791946,63,0.4228187919463087,388,2.6040268456375837,1098,7.369127516778524,0.12751677852348994,0.1610738255033557,0.31543624161073824,0.5167785234899329,0.013422818791946308,47,149,tecnologia
CLI0025,85090.515,143097.62,50.294117647058826,90,54.0,54,13.196764705882353,29.0,15.021470588235294,38.67,75104.49,89886.45,1.2734088235294119,4.0872,15.411764705882353,62.0,-7.235294117647059,90,26.941176470588236,114,19.705882352941178,90,0.0361601990645432,0.16666666666666666,0.20098039215686272,1.0,0.85785,0.4392205882352941,0.5,0.5,140,4.117647058823529,6,0.17647058823529413,84,2.4705882352941178,14,0.4117647058823529,17,0.5,17,0.5,0.11764705882352941,0.14705882352941177,0.2647058823529412,0.6176470588235294,0.029411764705882353,9,34,construccion
CLI0026,17200.58387096774,29767.39,59.75806451612903,90,43.0,43,37.100725806451614,63.8,28.921532258064516,65.33,16458.149193548386,19185.41,1.0707532258064516,1.8958,17.35483870967742,104.0,-8.887096774193548,90,22.306451612903224,95,13.419354838709678,90,0.03719076727468163,0.14285714285714285,0.18561827956989246,1.0,0.27419354838709675,0.6741556451612902,0.16823387096774195,0.8189865242284597,1255,10.120967741935484,69,0.5564516129032258,379,3.056451612903226,53,0.4274193548387097,583,4.701612903225806,783,6.314516129032258,0.12903225806451613,0.24193548387096775,0.1693548387096774,0.7096774193548387,0.03225806451612903,21,124,transporte
CLI0027,15165.322564102564,27716.98,57.69230769230769,90,53.0,53,3.08948717948718,7.4,3.93051282051282,18.33,14171.76487179487,16754.43,1.1030897435897435,2.2804,16.205128205128204,105.0,37.38461538461539,90,2.5128205128205128,24,39.8974358974359,90,0.021062274679647656,0.25,0.15384615384615385,1.0,0.8564307692307693,0.6397846153846154,0.8461538461538461,0.15384615384615385,375,9.615384615384615,1,0.02564102564102564,22,0.5641025641025641,7,0.1794871794871795,12,0.3076923076923077,32,0.8205128205128205,0.02564102564102564,0.05128205128205128,0.5384615384615384,0.20512820512820512,0.05128205128205128,21,39,transporte
CLI0028,73956.81775,148097.97,47.625,90,21.0,21,17.2555,31.0,11.6415,31.0,66231.553,84762.38,1.288775,3.2607,14.95,66.0,5.525,90,11.625,42,17.15,90,0.02994159204876882,0.09090909090909091,0.2529166666666667,1.0,0.39522500000000005,0.475005,0.7875,0.2125,219,5.475,17,0.425,67,1.675,20,0.5,17,0.425,37,0.925,0.05,0.025,0.3,0.55,0.075,12,40,construccion
CLI0029,5308.138630136987,11702.04,52.80821917808219,90,71.0,71,28.375479452054794,35.0,26.41178082191781,46.67,5569.250273972603,6189.66,1.0117383561643836,4.7422,15.36986301369863,97.0,-9.726027397260275,90,22.726027397260275,87,13.0,90,0.030957638785128718,0.07936507936507936,0.19155251141552512,1.0,0.3403369863013699,0.6027986301369863,0.5885876712328767,0.38995433789954337,561,7.684931506849315,45,0.6164383561643836,192,2.6301369863013697,31,0.4246575342465753,85,1.1643835616438356,207,2.835616438356164,0.0684931506849315,0.2465753424657534,0.2328767123287671,0.6712328767123288,0.0136986301369863,17,73,salud
CLI0030,4336.219444444444,9554.57,48.75,90,54.0,54,0.27388888888888885,2.25,0.8888888888888888,14.0,3977.0874999999996,5874.52,1.1360583333333334,3.2344,7.305555555555555,61.0,31.833333333333332,90,2.75,40,34.583333333333336,90,0.028766271691513086,0.2,0.13425925925925924,1.0,0.9451444444444443,0.49428055555555556,1.0,0.0,409,11.36111111111111,1,0.027777777777777776,31,0.8611111111111112,7,0.19444444444444445,0,0.0,28,0.7777777777777778,0.0,0.08333333333333333,0.5833333333333334,0.19444444444444445,0.05555555555555555,21,36,servicios
CLI0031,7547.010975609756,14602.11,57.073170731707314,90,68.0,68,6.015609756097561,18.0,2.488536585365854,22.0,9108.15243902439,12810.59,0.864990243902439,2.0465,15.829268292682928,96.0,23.097560975609756,90,5.926829268292683,60,29.024390243902438,90,0.018163171318237605,0.06666666666666667,0.16097560975609757,1.0,0.6610951219512196,0.5046951219512195,0.6341463414634146,0.35365853658536583,292,7.121951219512195,0,0.0,45,1.0975609756097562,15,0.36585365853658536,27,0.6585365853658537,28,0.6829268292682927,0.04878048780487805,0.07317073170731707,0.4634146341463415,0.4146341463414634,0.0975609756097561,19,41,retail
CLI0032,4519.005211267606,9897.22,60.42253521126761,90,17.0,17,1.186056338028169,3.61,0.22535211267605634,2.0,4800.670563380281,5692.75,0.963556338028169,2.3433,13.0,92.0,37.521126760563384,90,2.112676056338028,33,39.63380281690141,90,0.020719906153823957,0.25,0.11384976525821597,1.0,0.9059126760563381,0.8037802816901408,0.7805239436619719,0.1948356807511737,1384,19.492957746478872,0,0.0,45,0.6338028169014085,10,0.14084507042253522,42,0.5915492957746479,157,2.211267605633803,0.04225352112676056,0.08450704225352113,0.5774647887323944,0.16901408450704225,0.028169014084507043,41,71,servicios
CLI0033,7059.737555555555,11719.98,55.666666666666664,90,57.0,57,0.43466666666666665,1.0,0.4066666666666667,2.33,5800.241555555555,7093.9,1.9682844444444445,18.7756,12.088888888888889,95.0,40.91111111111111,90,0.3111111111111111,5,41.22222222222222,90,0.014279676870461628,0.1111111111111111,0.17777777777777778,1.0,0.9366133333333333,0.6431733333333333,1.0,0.0,621,13.8,0,0.0,18,0.4,8,0.17777777777777778,0,0.0,10,0.2222222222222222,0.0,0.022222222222222223,0.6222222222222222,0.08888888888888889,0.022222222222222223,28,45,salud
CLI0034,14447.228203389832,29346.14,63.96610169491525,90,51.0,51,38.405084745762714,62.26,37.431220338983046,77.0,15126.414101694916,24968.99,0.9735857627118645,2.3874,17.8135593220339,118.0,-15.332203389830509,90,28.26779661016949,99,12.935593220338983,90,0.03534034281245298,0.2,0.3381342480495023,1.0,0.22372881355932203,0.355468813559322,0.2710437288135593,0.6929321975011223,6758,22.908474576271185,0,0.0,911,3.088135593220339,267,0.9050847457627119,1833,6.213559322033898,2107,7.142372881355932,0.13898305084745763,0.12542372881355932,0.15593220338983052,0.7423728813559322,0.01694915254237288,46,295,transporte
CLI0035,6829.616499999999,13911.46,54.0,90,70.0,70,14.4655,41.33,14.4655,41.33,3592.0775000000003,6230.63,1.84864,5.8202,16.5,85.0,-4.15,90,20.05,50,15.9,90,0.0462096019853517,0.25,0.43583333333333335,1.0,0.65,0.315,1.0,0.0,29,1.45,21,1.05,49,2.45,23,1.15,0,0.0,0,0.0,0.1,0.05,0.2,0.65,0.35,4,20,retail
CLI0036,20919.826465116283,38994.56,58.74418604651163,90,17.0,17,39.923534883720926,54.14,27.624046511627906,65.33,23008.466093023257,38994.56,0.9207567441860465,1.7872,17.846511627906978,155.0,-13.18139534883721,90,26.855813953488372,113,13.674418604651162,90,0.03675912309165426,0.25,0.2454282022886674,1.0,0.11162790697674418,0.5276218604651163,0.6135646511627908,0.3486833446990766,4076,18.95813953488372,14,0.06511627906976744,629,2.925581395348837,121,0.5627906976744186,810,3.7674418604651163,1674,7.786046511627907,0.11162790697674418,0.1813953488372093,0.17674418604651163,0.6976744186046512,0.046511627906976744,38,215,agro
CLI0037,5091.903630952381,11420.8,57.142857142857146,90,46.0,46,15.221309523809524,22.25,10.80922619047619,29.33,6362.9450595238095,10915.71,0.8037065476190476,2.0752,17.464285714285715,103.0,2.9523809523809526,90,15.833333333333334,94,18.785714285714285,90,0.032647033869848456,0.25,0.22947137188208616,1.0,0.34502499999999997,0.6284833333333333,0.7023910714285714,0.232468820861678,4002,23.821428571428573,7,0.041666666666666664,358,2.130952380952381,76,0.4523809523809524,238,1.4166666666666667,1136,6.761904761904762,0.08928571428571429,0.23809523809523808,0.27380952380952384,0.6011904761904762,0.017857142857142856,46,168,salud
CLI0038,19154.546274509805,36368.32,47.35294117647059,90,23.0,23,1.1309803921568626,2.8,0.9147058823529411,9.33,16656.365294117648,19747.59,1.2295274509803922,3.3506,7.568627450980392,66.0,36.15686274509804,90,1.2941176470588236,20,37.450980392156865,90,0.03066446128183146,0.16666666666666666,0.1045751633986928,1.0,0.9595960784313725,0.7506843137254902,1.0,0.0,718,14.07843137254902,0,0.0,28,0.5490196078431373,6,0.11764705882352941,0,0.0,83,1.6274509803921569,0.0,0.09803921568627451,0.5686274509803921,0.09803921568627451,0.0392156862745098,29,51,agro
CLI0039,36038.28689655172,71773.15,56.89655172413793,90,67.0,67,20.04310344827586,48.75,23.96551724137931,65.0,62585.95517241379,71773.15,0.5694,1.0,18.20689655172414,92.0,-2.1379310344827585,90,19.620689655172413,55,17.482758620689655,90,0.04351189137521561,0.16666666666666666,0.18678160919540227,1.0,0.6810275862068965,0.5800241379310345,0.5517241379310345,0.4482758620689655,73,2.5172413793103448,27,0.9310344827586207,81,2.793103448275862,10,0.3448275862068966,26,0.896551724137931,26,0.896551724137931,0.13793103448275862,0.06896551724137931,0.20689655172413793,0.6896551724137931,0.034482758620689655,6,29,manufactura
CLI0040,74596.45584905661,147197.26,51.79245283018868,90,41.0,41,27.716886792452833,46.0,21.67103773584906,46.0,57861.16726415095,74608.94,1.766067924528302,13.9965,16.037735849056602,118.0,4.254716981132075,90,13.632075471698114,97,17.88679245283019,90,0.032904334406772005,0.2,0.19449685534591196,1.0,0.22170849056603775,0.5310820754716981,0.7815254716981133,0.2126460017969452,1401,13.216981132075471,0,0.0,210,1.9811320754716981,50,0.4716981132075472,119,1.1226415094339623,388,3.660377358490566,0.10377358490566038,0.22641509433962265,0.2641509433962264,0.6320754716981132,0.0660377358490566,28,106,construccion
CLI0041,5587.178085106383,9713.77,57.4468085106383,90,22.0,22,0.17765957446808509,0.43,0.0,0.0,5240.844468085106,6361.3,1.1654702127659575,3.7207,9.72340425531915,91.0,36.829787234042556,90,4.829787234042553,76,41.659574468085104,90,0.032132050774475666,0.2,0.1413373860182371,1.0,0.9410787234042552,0.5429,1.0,0.0,652,13.872340425531915,0,0.0,51,1.0851063829787233,8,0.1702127659574468,0,0.0,37,0.7872340425531915,0.0425531914893617,0.02127659574468085,0.5319148936170213,0.1702127659574468,0.02127659574468085,25,47,servicios
CLI0042,7231.74030075188,14951.15,57.5187969924812,90,72.0,72,15.030977443609023,23.6,7.199398496240601,22.5,6696.621127819549,8204.86,1.1302526315789474,3.0323,16.18045112781955,104.0,10.180451127819548,90,12.639097744360901,92,22.81954887218045,90,0.030349448618939845,0.2,0.19774436090225564,1.0,0.5630473684210526,0.6237293233082707,0.5337142857142857,0.4504385964912281,2659,19.992481203007518,0,0.0,257,1.9323308270676691,55,0.41353383458646614,464,3.488721804511278,833,6.2631578947368425,0.14285714285714285,0.15789473684210525,0.3233082706766917,0.5263157894736842,0.07518796992481203,43,133,retail
CLI0043,42823.96333333333,76890.47,54.375,90,44.0,44,3.94375,8.0,2.2641666666666667,13.33,33986.346874999996,60257.48,1.36030625,3.0232,12.25,98.0,22.6875,90,7.479166666666667,54,30.166666666666668,90,0.02481774797673461,0.16666666666666666,0.13194444444444445,1.0,0.86400625,0.4861625,1.0,0.0,524,10.916666666666666,2,0.041666666666666664,49,1.0208333333333333,8,0.16666666666666666,0,0.0,0,0.0,0.0,0.0625,0.4583333333333333,0.2708333333333333,0.020833333333333332,22,48,manufactura
