gestion_id,factura_id,cliente_id,fecha_gestion,canal,contacto_exitoso,resultado,motivo_no_pago,dias_mora_en_gestion
GES000188,FAC000078,CLI0044,2023-03-09,email,0,no_contesta,,11
GES000189,FAC000078,CLI0044,2023-03-29,llamada,1,pagado,,31
GES000190,FAC000078,CLI0044,2023-04-17,llamada,1,rechazo_pago,rechazo_total,50
GES000191,FAC000078,CLI0044,2023-05-11,visita,0,cliente_ausente,,74
GES000192,FAC000079,CLI0095,2023-02-17,whatsapp,0,numero_invalido,,6
GES000193,FAC000083,CLI0065,2023-02-24,whatsapp,1,promesa_de_pago,problemas_internos,12
GES000194,FAC000083,CLI0065,2023-03-03,email,1,en_proceso_interno,problemas_internos,19
GES000195,FAC000083,CLI0065,2023-03-06,llamada,0,no_contesta,,22
GES000196,FAC000085,CLI0158,2023-04-14,whatsapp,1,disputa_monto,desconoce_deuda,1
GES000197,FAC000085,CLI0158,2023-04-26,email,1,disputa_monto,promete_pagar,13
GES000198,FAC000085,CLI0158,2023-05-20,llamada,0,no_contesta,,37
GES000199,FAC000087,CLI0042,2023-01-20,whatsapp,1,confirma_pago,,0
GES000200,FAC000087,CLI0042,2023-03-30,email,0,no_contesta,,15
GES000201,FAC000087,CLI0042,2023-03-31,llamada,1,disputa_monto,en_proceso_de_pago,16
GES000202,FAC000087,CLI0042,2023-04-04,llamada,0,no_contesta,,20
GES000203,FAC000087,CLI0042,2023-04-05,visita,1,en_proceso_interno,flujo_de_caja,21
GES000204,FAC000087,CLI0042,2023-04-11,visita,1,disputa_monto,desconoce_deuda,27
GES000205,FAC000087,CLI0042,2023-05-07,carta_notarial,1,disputa_monto,disputa_factura,53
GES000206,FAC000087,CLI0042,2023-05-13,carta_notarial,1,rechazo_pago,en_proceso_de_pago,59
GES000207,FAC000087,CLI0042,2023-05-27,carta_notarial,1,rechazo_pago,desconoce_deuda,73
GES000208,FAC000088,CLI0073,2023-03-12,whatsapp,1,rechazo_pago,promete_pagar,12
GES000209,FAC000089,CLI0074,2023-02-14,whatsapp,0,no_contesta,,1
GES000210,FAC000089,CLI0074,2023-02-15,email,0,no_contesta,,2
GES000211,FAC000092,CLI0165,2023-04-21,whatsapp,1,pagado,,7
GES000212,FAC000092,CLI0165,2023-04-26,email,0,no_contesta,,12
GES000213,FAC000093,CLI0003,2023-04-11,whatsapp,0,no_contesta,,0
GES000214,FAC000093,CLI0003,2023-04-20,email,1,disputa_monto,rechazo_total,5
GES000215,FAC000093,CLI0003,2023-04-26,llamada,0,no_contesta,,11
GES000216,FAC000096,CLI0069,2023-04-25,whatsapp,1,promesa_de_pago,en_proceso_de_pago,10
GES000217,FAC000097,CLI0095,2023-02-03,whatsapp,0,no_contesta,,0
GES000218,FAC000097,CLI0095,2023-02-15,email,0,no_contesta,,1
GES000219,FAC000097,CLI0095,2023-02-16,llamada,1,pagado,,2
GES000220,FAC000099,CLI0186,2023-02-16,whatsapp,1,disputa_monto,rechazo_total,2
GES000221,FAC000099,CLI0186,2023-02-23,email,0,no_contesta,,9
GES000222,FAC000099,CLI0186,2023-03-11,llamada,0,no_contesta,,25
GES000223,FAC000099,CLI0186,2023-03-24,llamada,0,no_contesta,,38
GES000224,FAC000102,CLI0048,2023-03-10,whatsapp,0,no_contesta,,23
GES000225,FAC000103,CLI0118,2023-01-23,whatsapp,0,no_contesta,,0
GES000226,FAC000104,CLI0126,2023-01-20,whatsapp,0,no_contesta,,0
GES000227,FAC000104,CLI0126,2023-03-21,email,1,promesa_de_pago,problemas_internos,4
GES000228,FAC000104,CLI0126,2023-03-25,llamada,1,pagado,,8
GES000229,FAC000105,CLI0198,2023-03-30,whatsapp,1,promesa_de_pago,,0
GES000230,FAC000106,CLI0006,2023-02-13,whatsapp,1,confirma_pago,,0
GES000231,FAC000107,CLI0018,2023-04-24,whatsapp,0,no_contesta,,7
GES000232,FAC000108,CLI0019,2023-01-24,whatsapp,0,no_contesta,,0
GES000233,FAC000109,CLI0054,2023-03-04,whatsapp,1,promesa_de_pago,desconoce_deuda,1
GES000234,FAC000110,CLI0095,2023-01-30,whatsapp,1,confirma_pago,,0
GES000235,FAC000110,CLI0095,2023-04-17,email,1,promesa_de_pago,en_proceso_de_pago,30
GES000236,FAC000110,CLI0095,2023-05-19,llamada,1,rechazo_pago,promete_pagar,62
GES000237,FAC000110,CLI0095,2023-05-21,llamada,0,no_contesta,,64
GES000238,FAC000110,CLI0095,2023-05-29,visita,1,disputa_monto,desconoce_deuda,72
GES000239,FAC000112,CLI0153,2023-02-05,whatsapp,1,confirma_pago,,0
GES000240,FAC000112,CLI0153,2023-04-27,email,0,no_contesta,,10
GES000241,FAC000114,CLI0190,2023-01-30,whatsapp,1,en_proceso_interno,,0
GES000242,FAC000115,CLI0136,2023-05-10,whatsapp,1,disputa_monto,flujo_de_caja,22
GES000243,FAC000117,CLI0155,2023-03-07,whatsapp,0,no_contesta,,3
GES000244,FAC000117,CLI0155,2023-03-12,email,0,no_contesta,,8
GES000245,FAC000117,CLI0155,2023-03-20,llamada,0,no_contesta,,16
GES000246,FAC000117,CLI0155,2023-04-05,llamada,0,no_contesta,,32
GES000247,FAC000117,CLI0155,2023-04-20,visita,0,cliente_ausente,,47
GES000248,FAC000117,CLI0155,2023-04-25,visita,0,cliente_ausente,,52
GES000249,FAC000117,CLI0155,2023-05-07,carta_notarial,1,en_proceso_interno,en_proceso_de_pago,64
GES000250,FAC000117,CLI0155,2023-05-22,carta_notarial,0,cliente_ausente,,79
GES000251,FAC000117,CLI0155,2023-06-28,carta_notarial,0,cliente_ausente,,116
GES000252,FAC000117,CLI0155,2023-06-29,carta_notarial,1,rechazo_pago,desconoce_deuda,117
GES000253,FAC000118,CLI0163,2023-03-23,whatsapp,1,disputa_monto,desconoce_deuda,4
GES000254,FAC000118,CLI0163,2023-03-24,email,1,en_proceso_interno,flujo_de_caja,5
GES000255,FAC000118,CLI0163,2023-04-14,llamada,0,no_contesta,,26
GES000256,FAC000118,CLI0163,2023-04-15,llamada,0,no_contesta,,27
GES000257,FAC000121,CLI0108,2023-03-13,whatsapp,1,promesa_de_pago,,0
GES000258,FAC000121,CLI0108,2023-04-02,email,0,no_contesta,,13
GES000259,FAC000121,CLI0108,2023-04-19,llamada,1,disputa_monto,disputa_factura,30
GES000260,FAC000121,CLI0108,2023-05-12,llamada,1,en_proceso_interno,flujo_de_caja,53
GES000261,FAC000121,CLI0108,2023-05-17,visita,1,en_proceso_interno,en_proceso_de_pago,58
GES000262,FAC000121,CLI0108,2023-05-30,visita,1,rechazo_pago,promete_pagar,71
GES000263,FAC000122,CLI0167,2023-02-05,whatsapp,1,confirma_pago,,0
GES000264,FAC000125,CLI0038,2023-01-30,whatsapp,1,en_proceso_interno,,0
GES000265,FAC000127,CLI0076,2023-02-23,whatsapp,0,no_contesta,,0
GES000266,FAC000127,CLI0076,2023-04-27,email,0,no_contesta,,7
GES000267,FAC000127,CLI0076,2023-05-01,llamada,0,no_contesta,,11
GES000268,FAC000127,CLI0076,2023-05-20,llamada,1,rechazo_pago,desconoce_deuda,30
GES000269,FAC000127,CLI0076,2023-05-27,visita,1,promesa_de_pago,promete_pagar,37
GES000270,FAC000127,CLI0076,2023-06-02,visita,1,promesa_de_pago,flujo_de_caja,43
GES000271,FAC000127,CLI0076,2023-06-06,carta_notarial,1,disputa_monto,disputa_factura,47
GES000272,FAC000127,CLI0076,2023-06-19,carta_notarial,1,promesa_de_pago,rechazo_total,60
GES000273,FAC000127,CLI0076,2023-07-11,carta_notarial,1,promesa_de_pago,problemas_internos,82
GES000274,FAC000128,CLI0082,2023-02-19,whatsapp,1,confirma_pago,,0
GES000275,FAC000128,CLI0082,2023-03-26,email,1,promesa_de_pago,flujo_de_caja,5
GES000276,FAC000130,CLI0034,2023-02-05,whatsapp,0,no_contesta,,0
GES000277,FAC000130,CLI0034,2023-03-18,email,0,no_contesta,,11
GES000278,FAC000130,CLI0034,2023-04-02,llamada,0,no_contesta,,26
GES000279,FAC000130,CLI0034,2023-04-05,llamada,0,no_contesta,,29
GES000280,FAC000130,CLI0034,2023-04-15,visita,1,rechazo_pago,problemas_internos,39
GES000281,FAC000131,CLI0036,2023-02-01,whatsapp,1,en_proceso_interno,,0
GES000282,FAC000131,CLI0036,2023-03-25,email,1,disputa_monto,problemas_internos,3
GES000283,FAC000131,CLI0036,2023-03-27,llamada,0,no_contesta,,5
GES000284,FAC000131,CLI0036,2023-03-30,llamada,1,rechazo_pago,flujo_de_caja,8
GES000285,FAC000131,CLI0036,2023-04-26,visita,0,cliente_ausente,,35
GES000286,FAC000131,CLI0036,2023-05-13,visita,1,rechazo_pago,en_proceso_de_pago,52
GES000287,FAC000131,CLI0036,2023-05-22,carta_notarial,1,rechazo_pago,desconoce_deuda,61
GES000288,FAC000131,CLI0036,2023-06-20,carta_notarial,1,disputa_monto,problemas_internos,90
GES000289,FAC000131,CLI0036,2023-07-10,carta_notarial,1,promesa_de_pago,promete_pagar,110
GES000290,FAC000132,CLI0038,2023-03-02,whatsapp,1,confirma_pago,,0
GES000291,FAC000134,CLI0139,2023-03-16,whatsapp,1,pagado,,9
GES000292,FAC000134,CLI0139,2023-03-26,email,1,promesa_de_pago,promete_pagar,19
GES000293,FAC000134,CLI0139,2023-03-28,llamada,1,en_proceso_interno,rechazo_total,21
GES000294,FAC000136,CLI0191,2023-04-11,whatsapp,0,no_contesta,,0
GES000295,FAC000136,CLI0191,2023-04-24,email,1,en_proceso_interno,rechazo_total,3
GES000296,FAC000136,CLI0191,2023-05-24,llamada,0,no_contesta,,33
GES000297,FAC000137,CLI0006,2023-02-06,whatsapp,0,numero_invalido,,0
GES000298,FAC000138,CLI0008,2023-02-24,whatsapp,1,disputa_monto,en_proceso_de_pago,3
GES000299,FAC000138,CLI0008,2023-03-01,email,0,no_contesta,,8
GES000300,FAC000138,CLI0008,2023-03-14,llamada,1,promesa_de_pago,desconoce_deuda,21
GES000301,FAC000139,CLI0077,2023-03-30,whatsapp,1,promesa_de_pago,flujo_de_caja,7
GES000302,FAC000139,CLI0077,2023-04-02,email,0,no_contesta,,10
GES000303,FAC000139,CLI0077,2023-04-06,llamada,0,no_contesta,,14
GES000304,FAC000139,CLI0077,2023-04-17,llamada,1,en_proceso_interno,rechazo_total,25
GES000305,FAC000139,CLI0077,2023-04-19,visita,1,en_proceso_interno,problemas_internos,27
GES000306,FAC000139,CLI0077,2023-05-06,visita,1,rechazo_pago,disputa_factura,44
GES000307,FAC000140,CLI0078,2023-04-09,whatsapp,1,promesa_de_pago,,0
GES000308,FAC000142,CLI0110,2023-01-26,whatsapp,1,confirma_pago,,0
GES000309,FAC000143,CLI0125,2023-01-30,whatsapp,0,no_contesta,,0
GES000310,FAC000145,CLI0158,2023-03-24,whatsapp,1,disputa_monto,,0
GES000311,FAC000145,CLI0158,2023-04-04,email,0,no_contesta,,0
GES000312,FAC000145,CLI0158,2023-05-04,llamada,0,no_contesta,,12
GES000313,FAC000145,CLI0158,2023-05-06,llamada,0,no_contesta,,14
GES000314,FAC000145,CLI0158,2023-05-14,visita,0,cliente_ausente,,22
GES000315,FAC000146,CLI0186,2023-03-09,whatsapp,1,disputa_monto,promete_pagar,1
GES000316,FAC000146,CLI0186,2023-03-13,email,0,no_contesta,,5
GES000317,FAC000146,CLI0186,2023-03-14,llamada,0,numero_invalido,,6
GES000318,FAC000147,CLI0005,2023-01-30,whatsapp,0,no_contesta,,0
GES000319,FAC000149,CLI0127,2023-05-12,whatsapp,1,en_proceso_interno,rechazo_total,19
GES000320,FAC000149,CLI0127,2023-05-26,email,0,no_contesta,,33
